Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1185732,1/29/2020,Northeast,New York,New York,Men's Apparel,$60.00 ,850,"$510,000 ","$153,000 ",0.30,Outlet
Foot Locker,1185732,1/30/2020,Northeast,New York,New York,Women's Apparel,$50.00 ,950,"$475,000 ","$118,750 ",0.25,Outlet
Foot Locker,1185732,1/31/2020,Northeast,New York,New York,Men's Street Footwear,$50.00 ,"1,200","$600,000 ","$300,000 ",0.50,Outlet
Foot Locker,1185732,02-01-2020,Northeast,New York,New York,Men's Athletic Footwear,$50.00 ,900,"$450,000 ","$135,000 ",0.30,Outlet
Foot Locker,1185732,02-02-2020,Northeast,New York,New York,Women's Street Footwear,$40.00 ,900,"$360,000 ","$126,000 ",0.35,Outlet
Foot Locker,1185732,02-03-2020,Northeast,New York,New York,Women's Athletic Footwear,$45.00 ,825,"$371,250 ","$129,937 ",0.35,Outlet
Foot Locker,1185732,02-04-2020,Northeast,New York,New York,Men's Apparel,$60.00 ,825,"$495,000 ","$148,500 ",0.30,Outlet
Foot Locker,1185732,02-05-2020,Northeast,New York,New York,Women's Apparel,$50.00 ,950,"$475,000 ","$118,750 ",0.25,Outlet
Foot Locker,1185732,02-06-2020,Northeast,New York,New York,Men's Street Footwear,$60.00 ,"1,220","$732,000 ","$366,000 ",0.50,Outlet
Foot Locker,1185732,02-07-2020,Northeast,New York,New York,Men's Athletic Footwear,$55.00 ,925,"$508,750 ","$152,625 ",0.30,Outlet
Foot Locker,1185732,02-08-2020,Northeast,New York,New York,Women's Street Footwear,$50.00 ,900,"$450,000 ","$157,500 ",0.35,Outlet
Foot Locker,1185732,02-09-2020,Northeast,New York,New York,Women's Athletic Footwear,$50.00 ,850,"$425,000 ","$148,750 ",0.35,Outlet
Foot Locker,1185732,02-10-2020,Northeast,New York,New York,Men's Apparel,$60.00 ,875,"$525,000 ","$157,500 ",0.30,Outlet
Foot Locker,1185732,03-03-2020,Northeast,New York,New York,Women's Apparel,$65.00 ,"1,000","$650,000 ","$162,500 ",0.25,Outlet
Foot Locker,1185732,03-04-2020,Northeast,New York,New York,Men's Street Footwear,$60.00 ,"1,250","$750,000 ","$375,000 ",0.50,Outlet
Foot Locker,1185732,03-05-2020,Northeast,New York,New York,Men's Athletic Footwear,$55.00 ,"1,000","$550,000 ","$165,000 ",0.30,Outlet
Foot Locker,1185732,03-06-2020,Northeast,New York,New York,Women's Street Footwear,$50.00 ,925,"$462,500 ","$161,875 ",0.35,Outlet
Foot Locker,1185732,03-07-2020,Northeast,New York,New York,Women's Athletic Footwear,$50.00 ,900,"$450,000 ","$157,500 ",0.35,Outlet
Foot Locker,1185732,03-08-2020,Northeast,New York,New York,Men's Apparel,$60.00 ,900,"$540,000 ","$162,000 ",0.30,Outlet
Foot Locker,1185732,03-09-2020,Northeast,New York,New York,Women's Apparel,$65.00 ,"1,050","$682,500 ","$170,625 ",0.25,Outlet
Foot Locker,1185732,03-10-2020,Northeast,New York,New York,Men's Street Footwear,$60.00 ,"1,275","$765,000 ","$382,500 ",0.50,Outlet
Foot Locker,1185732,03-11-2020,Northeast,New York,New York,Men's Athletic Footwear,$55.00 ,"1,025","$563,750 ","$169,125 ",0.30,Outlet
Foot Locker,1185732,03-12-2020,Northeast,New York,New York,Women's Street Footwear,$50.00 ,950,"$475,000 ","$166,250 ",0.35,Outlet
Foot Locker,1185732,3/13/2020,Northeast,New York,New York,Women's Athletic Footwear,$50.00 ,900,"$450,000 ","$157,500 ",0.35,Outlet
Foot Locker,1185732,3/14/2020,Northeast,New York,New York,Men's Apparel,$60.00 ,925,"$555,000 ","$166,500 ",0.30,Outlet
Foot Locker,1185732,3/15/2020,Northeast,New York,New York,Women's Apparel,$65.00 ,"1,100","$715,000 ","$178,750 ",0.25,Outlet
Foot Locker,1185732,3/16/2020,Northeast,New York,New York,Men's Street Footwear,$60.00 ,"1,250","$750,000 ","$375,000 ",0.50,Outlet
Foot Locker,1185732,3/17/2020,Northeast,New York,New York,Men's Athletic Footwear,$55.00 ,"1,025","$563,750 ","$169,125 ",0.30,Outlet
Foot Locker,1185732,3/18/2020,Northeast,New York,New York,Women's Street Footwear,$50.00 ,950,"$475,000 ","$166,250 ",0.35,Outlet
Foot Locker,1185732,3/31/2020,Northeast,New York,New York,Women's Athletic Footwear,$50.00 ,925,"$462,500 ","$161,875 ",0.35,Outlet
Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,$60.00 ,900,"$540,000 ","$162,000 ",0.30,Outlet
Walmart,1185732,4/18/2020,Northeast,New York,New York,Women's Apparel,$65.00 ,"1,075","$698,750 ","$174,688 ",0.25,Outlet
Walmart,1185732,4/19/2020,Northeast,New York,New York,Men's Street Footwear,$60.00 ,"1,200","$720,000 ","$360,000 ",0.50,Outlet
Walmart,1185732,4/20/2020,Northeast,New York,New York,Men's Athletic Footwear,$55.00 ,"1,000","$550,000 ","$165,000 ",0.30,Outlet
Walmart,1185732,4/21/2020,Northeast,New York,New York,Women's Street Footwear,$50.00 ,925,"$462,500 ","$161,875 ",0.35,Outlet
Walmart,1185732,4/22/2020,Northeast,New York,New York,Women's Athletic Footwear,$50.00 ,900,"$450,000 ","$157,500 ",0.35,Outlet
Walmart,1185732,4/23/2020,Northeast,New York,New York,Men's Apparel,$60.00 ,900,"$540,000 ","$162,000 ",0.30,Outlet
Walmart,1185732,4/24/2020,Northeast,New York,New York,Women's Apparel,$65.00 ,"1,000","$650,000 ","$162,500 ",0.25,Outlet
Walmart,1185732,4/25/2020,Northeast,New York,New York,Men's Apparel,$65.00 ,875,"$568,750 ","$170,625 ",0.30,Outlet
Walmart,1185732,4/26/2020,Northeast,New York,New York,Women's Apparel,$70.00 ,"1,000","$700,000 ","$175,000 ",0.25,Outlet
Walmart,1185732,4/27/2020,Northeast,New York,New York,Men's Street Footwear,$65.00 ,"1,150","$747,500 ","$373,750 ",0.50,Outlet
Walmart,1185732,4/28/2020,Northeast,New York,New York,Men's Athletic Footwear,$55.00 ,975,"$536,250 ","$160,875 ",0.30,Outlet
Walmart,1185732,4/29/2020,Northeast,New York,New York,Women's Street Footwear,$55.00 ,920,"$506,000 ","$177,100 ",0.35,Outlet
Walmart,1185732,4/30/2020,Northeast,New York,New York,Women's Athletic Footwear,$55.00 ,900,"$495,000 ","$173,250 ",0.35,Outlet
Walmart,1185732,05-01-2020,Northeast,New York,New York,Men's Apparel,$65.00 ,875,"$568,750 ","$170,625 ",0.30,Outlet
Walmart,1185732,05-02-2020,Northeast,New York,New York,Women's Apparel,$70.00 ,975,"$682,500 ","$170,625 ",0.25,Outlet
Walmart,1185732,05-03-2020,Northeast,New York,New York,Men's Street Footwear,$65.00 ,"1,200","$780,000 ","$390,000 ",0.50,Outlet
Walmart,1185732,05-04-2020,Northeast,New York,New York,Men's Athletic Footwear,$55.00 ,"1,000","$550,000 ","$165,000 ",0.30,Outlet
Walmart,1185732,05-05-2020,Northeast,New York,New York,Women's Street Footwear,$55.00 ,950,"$522,500 ","$182,875 ",0.35,Outlet
Walmart,1185732,05-06-2020,Northeast,New York,New York,Women's Athletic Footwear,$55.00 ,900,"$495,000 ","$173,250 ",0.35,Outlet
Walmart,1185732,05-07-2020,Northeast,New York,New York,Men's Apparel,$65.00 ,900,"$585,000 ","$175,500 ",0.30,Outlet
Walmart,1185732,7/18/2020,Northeast,New York,New York,Women's Apparel,$70.00 ,"1,000","$700,000 ","$175,000 ",0.25,Outlet
Sports Direct,1197831,7/19/2020,Northeast,New York,New York,Men's Street Footwear,$25.00 ,900,"$225,000 ","$78,750 ",0.35,Outlet
Sports Direct,1197831,7/20/2020,Northeast,New York,New York,Men's Athletic Footwear,$35.00 ,900,"$315,000 ","$110,250 ",0.35,Outlet
Sports Direct,1197831,7/21/2020,Northeast,New York,New York,Women's Street Footwear,$35.00 ,700,"$245,000 ","$85,750 ",0.35,Outlet
Sports Direct,1197831,7/22/2020,Northeast,New York,New York,Women's Athletic Footwear,$35.00 ,700,"$245,000 ","$110,250 ",0.45,Outlet
Sports Direct,1197831,7/23/2020,South,Texas,Houston,Men's Apparel,$40.00 ,550,"$220,000 ","$66,000 ",0.30,Outlet
Sports Direct,1197831,7/24/2020,South,Texas,Houston,Women's Apparel,$35.00 ,700,"$245,000 ","$122,500 ",0.50,Outlet
Sports Direct,1197831,7/25/2020,South,Texas,Houston,Men's Street Footwear,$25.00 ,850,"$212,500 ","$74,375 ",0.35,Outlet
Sports Direct,1197831,7/26/2020,South,Texas,Houston,Men's Athletic Footwear,$35.00 ,850,"$297,500 ","$104,125 ",0.35,Outlet
Sports Direct,1197831,7/27/2020,South,Texas,Houston,Women's Street Footwear,$35.00 ,675,"$236,250 ","$82,688 ",0.35,Outlet
Sports Direct,1197831,7/28/2020,South,Texas,Houston,Women's Athletic Footwear,$35.00 ,625,"$218,750 ","$98,438 ",0.45,Outlet
Sports Direct,1197831,7/29/2020,South,Texas,Houston,Men's Apparel,$40.00 ,500,"$200,000 ","$60,000 ",0.30,Outlet
Sports Direct,1197831,7/30/2020,South,Texas,Houston,Women's Apparel,$35.00 ,700,"$245,000 ","$122,500 ",0.50,Outlet
Sports Direct,1197831,7/31/2020,South,Texas,Houston,Men's Street Footwear,$30.00 ,875,"$262,500 ","$91,875 ",0.35,Outlet
Sports Direct,1197831,08-01-2020,South,Texas,Houston,Men's Athletic Footwear,$40.00 ,875,"$350,000 ","$122,500 ",0.35,Outlet
Sports Direct,1197831,08-02-2020,South,Texas,Houston,Women's Street Footwear,$35.00 ,700,"$245,000 ","$85,750 ",0.35,Outlet
Sports Direct,1197831,08-03-2020,South,Texas,Houston,Women's Athletic Footwear,$40.00 ,600,"$240,000 ","$108,000 ",0.45,Outlet
Sports Direct,1197831,08-04-2020,South,Texas,Houston,Men's Apparel,$45.00 ,500,"$225,000 ","$67,500 ",0.30,Outlet
Sports Direct,1197831,08-05-2020,South,Texas,Houston,Women's Apparel,$40.00 ,650,"$260,000 ","$130,000 ",0.50,Outlet
Sports Direct,1197831,08-06-2020,South,Texas,Houston,Men's Street Footwear,$30.00 ,900,"$270,000 ","$94,500 ",0.35,Outlet
Sports Direct,1197831,08-07-2020,South,Texas,Houston,Men's Athletic Footwear,$40.00 ,900,"$360,000 ","$126,000 ",0.35,Outlet
Sports Direct,1197831,08-08-2020,South,Texas,Houston,Women's Street Footwear,$35.00 ,725,"$253,750 ","$88,813 ",0.35,Outlet
Sports Direct,1197831,08-09-2020,South,Texas,Houston,Women's Athletic Footwear,$40.00 ,625,"$250,000 ","$112,500 ",0.45,Outlet
Walmart,1197831,08-10-2020,South,Texas,Houston,Men's Apparel,$45.00 ,525,"$236,250 ","$70,875 ",0.30,Outlet
Walmart,1197831,08-11-2020,South,Texas,Houston,Women's Apparel,$40.00 ,800,"$320,000 ","$160,000 ",0.50,Outlet
Walmart,1197831,08-12-2020,South,Texas,Houston,Men's Street Footwear,$30.00 ,925,"$277,500 ","$97,125 ",0.35,Outlet
Walmart,1197831,8/13/2020,South,Texas,Houston,Men's Athletic Footwear,$40.00 ,925,"$370,000 ","$129,500 ",0.35,Outlet
Walmart,1197831,8/14/2020,South,Texas,Houston,Women's Street Footwear,$35.00 ,775,"$271,250 ","$94,938 ",0.35,Outlet
Walmart,1197831,8/15/2020,South,Texas,Houston,Women's Athletic Footwear,$40.00 ,700,"$280,000 ","$126,000 ",0.45,Outlet
Walmart,1197831,8/16/2020,South,Texas,Houston,Men's Apparel,$45.00 ,600,"$270,000 ","$81,000 ",0.30,Outlet
Walmart,1197831,8/17/2020,South,Texas,Houston,Women's Apparel,$40.00 ,950,"$380,000 ","$190,000 ",0.50,Outlet
Walmart,1197831,8/18/2020,South,Texas,Houston,Men's Street Footwear,$40.00 ,950,"$380,000 ","$133,000 ",0.35,Outlet
Walmart,1197831,8/19/2020,South,Texas,Houston,Men's Athletic Footwear,$45.00 ,950,"$427,500 ","$149,625 ",0.35,Outlet
Walmart,1197831,8/20/2020,South,Texas,Houston,Women's Street Footwear,$40.00 ,800,"$320,000 ","$112,000 ",0.35,Outlet
Walmart,1197831,8/21/2020,South,Texas,Houston,Women's Athletic Footwear,$40.00 ,750,"$300,000 ","$135,000 ",0.45,Outlet
Walmart,1197831,8/22/2020,South,Texas,Houston,Men's Apparel,$45.00 ,650,"$292,500 ","$87,750 ",0.30,Outlet
Walmart,1197831,8/23/2020,South,Texas,Houston,Women's Apparel,$50.00 ,"1,000","$500,000 ","$250,000 ",0.50,Outlet
Walmart,1197831,8/24/2020,South,Texas,Houston,Men's Street Footwear,$40.00 ,950,"$380,000 ","$133,000 ",0.35,Outlet
Walmart,1197831,8/25/2020,South,Texas,Houston,Men's Athletic Footwear,$45.00 ,950,"$427,500 ","$149,625 ",0.35,Outlet
Walmart,1197831,8/26/2020,South,Texas,Houston,Women's Street Footwear,$40.00 ,"1,100","$440,000 ","$154,000 ",0.35,Outlet
Walmart,1197831,8/27/2020,South,Texas,Houston,Women's Athletic Footwear,$40.00 ,700,"$280,000 ","$126,000 ",0.45,Outlet
Walmart,1197831,8/28/2020,South,Texas,Houston,Men's Apparel,$45.00 ,700,"$315,000 ","$94,500 ",0.30,Outlet
Walmart,1197831,8/29/2020,South,Texas,Houston,Women's Apparel,$50.00 ,975,"$487,500 ","$243,750 ",0.50,Outlet
Walmart,1197831,8/30/2020,South,Texas,Houston,Men's Street Footwear,$40.00 ,925,"$370,000 ","$129,500 ",0.35,Outlet
Walmart,1197831,8/31/2020,South,Texas,Houston,Men's Athletic Footwear,$45.00 ,925,"$416,250 ","$145,688 ",0.35,Outlet
Walmart,1197831,09-01-2020,South,Texas,Houston,Women's Street Footwear,$40.00 ,"1,100","$440,000 ","$154,000 ",0.35,Outlet
Walmart,1197831,09-02-2020,South,Texas,Houston,Women's Athletic Footwear,$40.00 ,650,"$260,000 ","$117,000 ",0.45,Outlet
Walmart,1197831,09-03-2020,South,Texas,Houston,Men's Apparel,$45.00 ,650,"$292,500 ","$87,750 ",0.30,Outlet
Walmart,1197831,09-04-2020,South,Texas,Houston,Women's Apparel,$50.00 ,900,"$450,000 ","$225,000 ",0.50,Outlet
Walmart,1197831,09-05-2020,South,Texas,Houston,Men's Street Footwear,$45.00 ,850,"$382,500 ","$133,875 ",0.35,Outlet
Walmart,1197831,09-06-2020,South,Texas,Houston,Men's Athletic Footwear,$45.00 ,850,"$382,500 ","$133,875 ",0.35,Outlet
Walmart,1197831,09-07-2020,South,Texas,Houston,Women's Street Footwear,$50.00 ,900,"$450,000 ","$157,500 ",0.35,Outlet
Walmart,1197831,09-08-2020,South,Texas,Houston,Women's Athletic Footwear,$50.00 ,625,"$312,500 ","$140,625 ",0.45,Outlet
Walmart,1197831,09-09-2020,South,Texas,Houston,Men's Apparel,$45.00 ,625,"$281,250 ","$84,375 ",0.30,Outlet
Walmart,1197831,09-10-2020,South,Texas,Houston,Women's Apparel,$55.00 ,850,"$467,500 ","$233,750 ",0.50,Outlet
Walmart,1197831,09-11-2020,South,Texas,Houston,Men's Street Footwear,$45.00 ,800,"$360,000 ","$126,000 ",0.35,Outlet
Walmart,1197831,09-12-2020,South,Texas,Houston,Men's Athletic Footwear,$45.00 ,800,"$360,000 ","$126,000 ",0.35,Outlet
Walmart,1197831,9/13/2020,South,Texas,Houston,Women's Street Footwear,$50.00 ,750,"$375,000 ","$131,250 ",0.35,Outlet
Walmart,1197831,9/14/2020,South,Texas,Houston,Women's Athletic Footwear,$50.00 ,600,"$300,000 ","$135,000 ",0.45,Outlet
Walmart,1197831,9/15/2020,South,Texas,Houston,Men's Apparel,$45.00 ,575,"$258,750 ","$77,625 ",0.30,Outlet
Walmart,1197831,9/16/2020,South,Texas,Houston,Women's Apparel,$55.00 ,750,"$412,500 ","$206,250 ",0.50,Outlet
Walmart,1197831,10/20/2020,South,Texas,Houston,Men's Street Footwear,$45.00 ,900,"$405,000 ","$141,750 ",0.35,Outlet
Walmart,1197831,10/21/2020,South,Texas,Houston,Men's Athletic Footwear,$45.00 ,900,"$405,000 ","$141,750 ",0.35,Outlet
Walmart,1197831,10/22/2020,South,Texas,Houston,Women's Street Footwear,$50.00 ,825,"$412,500 ","$144,375 ",0.35,Outlet
Walmart,1197831,10/23/2020,South,Texas,Houston,Women's Athletic Footwear,$50.00 ,675,"$337,500 ","$151,875 ",0.45,Outlet
Walmart,1197831,10/24/2020,South,Texas,Houston,Men's Apparel,$45.00 ,650,"$292,500 ","$87,750 ",0.30,Outlet
Walmart,1197831,10/25/2020,South,Texas,Houston,Women's Apparel,$55.00 ,850,"$467,500 ","$233,750 ",0.50,Outlet
Walmart,1197831,10/26/2020,South,Texas,Houston,Men's Street Footwear,$45.00 ,950,"$427,500 ","$149,625 ",0.35,Outlet
Walmart,1197831,10/27/2020,South,Texas,Houston,Men's Athletic Footwear,$45.00 ,950,"$427,500 ","$149,625 ",0.35,Outlet
Walmart,1197831,10/28/2020,South,Texas,Houston,Women's Street Footwear,$50.00 ,850,"$425,000 ","$148,750 ",0.35,Outlet
Walmart,1197831,10/29/2020,South,Texas,Houston,Women's Athletic Footwear,$50.00 ,700,"$350,000 ","$157,500 ",0.45,Outlet
Walmart,1197831,10/30/2020,South,Texas,Houston,Men's Apparel,$45.00 ,650,"$292,500 ","$87,750 ",0.30,Outlet
Walmart,1197831,10/31/2020,South,Texas,Houston,Women's Apparel,$55.00 ,900,"$495,000 ","$247,500 ",0.50,Outlet
West Gear,1128299,11-01-2020,South,Texas,Houston,Men's Street Footwear,$40.00 ,775,"$310,000 ","$108,500 ",0.35,Outlet
West Gear,1128299,11-02-2020,South,Texas,Houston,Men's Athletic Footwear,$50.00 ,775,"$387,500 ","$77,500 ",0.20,Outlet
West Gear,1128299,11-03-2020,South,Texas,Houston,Women's Street Footwear,$50.00 ,775,"$387,500 ","$135,625 ",0.35,Outlet
West Gear,1128299,11-04-2020,South,Texas,Houston,Women's Athletic Footwear,$50.00 ,625,"$312,500 ","$93,750 ",0.30,Outlet
West Gear,1128299,11-05-2020,West,California,San Francisco,Men's Apparel,$55.00 ,575,"$316,250 ","$158,125 ",0.50,Outlet
West Gear,1128299,11-06-2020,West,California,San Francisco,Women's Apparel,$50.00 ,775,"$387,500 ","$58,125 ",0.15,Outlet
West Gear,1128299,11-07-2020,West,California,San Francisco,Men's Street Footwear,$40.00 ,825,"$330,000 ","$115,500 ",0.35,Outlet
West Gear,1128299,11-08-2020,West,California,San Francisco,Men's Athletic Footwear,$50.00 ,725,"$362,500 ","$72,500 ",0.20,Outlet
West Gear,1128299,11-09-2020,West,California,San Francisco,Women's Street Footwear,$50.00 ,725,"$362,500 ","$126,875 ",0.35,Outlet
West Gear,1128299,11-10-2020,West,California,San Francisco,Women's Athletic Footwear,$50.00 ,575,"$287,500 ","$86,250 ",0.30,Outlet
West Gear,1128299,11-11-2020,West,California,San Francisco,Men's Apparel,$55.00 ,500,"$275,000 ","$137,500 ",0.50,Outlet
West Gear,1128299,11-12-2020,West,California,San Francisco,Women's Apparel,$50.00 ,700,"$350,000 ","$52,500 ",0.15,Outlet
West Gear,1128299,11/13/2020,West,California,San Francisco,Men's Street Footwear,$50.00 ,850,"$425,000 ","$148,750 ",0.35,Outlet
West Gear,1128299,11/14/2020,West,California,San Francisco,Men's Athletic Footwear,$60.00 ,700,"$420,000 ","$84,000 ",0.20,Outlet
West Gear,1128299,11/15/2020,West,California,San Francisco,Women's Street Footwear,$60.00 ,700,"$420,000 ","$147,000 ",0.35,Outlet
West Gear,1128299,12/22/2020,West,California,San Francisco,Women's Athletic Footwear,$60.00 ,600,"$360,000 ","$108,000 ",0.30,Outlet
West Gear,1128299,12/23/2020,West,California,San Francisco,Men's Apparel,$65.00 ,500,"$325,000 ","$162,500 ",0.50,Outlet
West Gear,1128299,12/24/2020,West,California,San Francisco,Women's Apparel,$60.00 ,700,"$420,000 ","$63,000 ",0.15,Outlet
West Gear,1128299,12/25/2020,West,California,San Francisco,Men's Street Footwear,$60.00 ,875,"$525,000 ","$183,750 ",0.35,Outlet
West Gear,1128299,12/26/2020,West,California,San Francisco,Men's Athletic Footwear,$65.00 ,675,"$438,750 ","$87,750 ",0.20,Outlet
West Gear,1128299,12/27/2020,West,California,San Francisco,Women's Street Footwear,$65.00 ,725,"$471,250 ","$164,938 ",0.35,Outlet
West Gear,1128299,12/28/2020,West,California,San Francisco,Women's Athletic Footwear,$60.00 ,625,"$375,000 ","$112,500 ",0.30,Outlet
West Gear,1128299,12/29/2020,West,California,San Francisco,Men's Apparel,$65.00 ,525,"$341,250 ","$170,625 ",0.50,Outlet
West Gear,1128299,12/30/2020,West,California,San Francisco,Women's Apparel,$80.00 ,700,"$560,000 ","$84,000 ",0.15,Outlet
West Gear,1128299,12/31/2020,West,California,San Francisco,Men's Street Footwear,$60.00 ,900,"$540,000 ","$216,000 ",0.40,Outlet
West Gear,1128299,01-01-2021,West,California,San Francisco,Men's Athletic Footwear,$65.00 ,750,"$487,500 ","$121,875 ",0.25,Outlet
West Gear,1128299,01-02-2021,West,California,San Francisco,Women's Street Footwear,$65.00 ,750,"$487,500 ","$195,000 ",0.40,Outlet
West Gear,1128299,01-03-2021,West,California,San Francisco,Women's Athletic Footwear,$60.00 ,650,"$390,000 ","$136,500 ",0.35,Outlet
West Gear,1128299,01-04-2021,West,California,San Francisco,Men's Apparel,$65.00 ,550,"$357,500 ","$196,625 ",0.55,Outlet
West Gear,1128299,01-05-2021,West,California,San Francisco,Women's Apparel,$80.00 ,725,"$580,000 ","$116,000 ",0.20,Outlet
West Gear,1128299,01-06-2021,West,California,San Francisco,Men's Street Footwear,$60.00 ,975,"$585,000 ","$234,000 ",0.40,Outlet
West Gear,1128299,01-07-2021,West,California,San Francisco,Men's Athletic Footwear,$65.00 ,825,"$536,250 ","$134,063 ",0.25,Outlet
West Gear,1128299,01-08-2021,West,California,San Francisco,Women's Street Footwear,$65.00 ,825,"$536,250 ","$214,500 ",0.40,Outlet
West Gear,1128299,01-09-2021,West,California,San Francisco,Women's Athletic Footwear,$60.00 ,700,"$420,000 ","$147,000 ",0.35,Outlet
West Gear,1128299,01-10-2021,West,California,San Francisco,Men's Apparel,$65.00 ,575,"$373,750 ","$205,563 ",0.55,Outlet
West Gear,1128299,01-11-2021,West,California,San Francisco,Women's Apparel,$80.00 ,875,"$700,000 ","$140,000 ",0.20,Outlet
West Gear,1128299,01-12-2021,West,California,San Francisco,Men's Street Footwear,$60.00 ,"1,025","$615,000 ","$215,250 ",0.35,Outlet
West Gear,1128299,1/13/2021,West,California,San Francisco,Men's Athletic Footwear,$65.00 ,875,"$568,750 ","$113,750 ",0.20,Outlet
West Gear,1128299,1/14/2021,West,California,San Francisco,Women's Street Footwear,$65.00 ,825,"$536,250 ","$187,688 ",0.35,Outlet
West Gear,1128299,1/15/2021,West,California,San Francisco,Women's Athletic Footwear,$60.00 ,725,"$435,000 ","$130,500 ",0.30,Outlet
West Gear,1128299,1/16/2021,West,California,San Francisco,Men's Apparel,$65.00 ,775,"$503,750 ","$251,875 ",0.50,Outlet
West Gear,1128299,1/17/2021,West,California,San Francisco,Women's Apparel,$80.00 ,775,"$620,000 ","$93,000 ",0.15,Outlet
West Gear,1128299,1/18/2021,West,California,San Francisco,Men's Street Footwear,$65.00 ,975,"$633,750 ","$221,813 ",0.35,Outlet
West Gear,1128299,1/19/2021,West,California,San Francisco,Men's Athletic Footwear,$70.00 ,925,"$647,500 ","$129,500 ",0.20,Outlet
West Gear,1128299,1/20/2021,West,California,San Francisco,Women's Street Footwear,$65.00 ,800,"$520,000 ","$182,000 ",0.35,Outlet
West Gear,1128299,1/21/2021,West,California,San Francisco,Women's Athletic Footwear,$65.00 ,750,"$487,500 ","$146,250 ",0.30,Outlet
West Gear,1128299,1/22/2021,West,California,San Francisco,Men's Apparel,$75.00 ,750,"$562,500 ","$281,250 ",0.50,Outlet
West Gear,1128299,1/23/2021,West,California,San Francisco,Women's Apparel,$80.00 ,725,"$580,000 ","$87,000 ",0.15,Outlet
West Gear,1128299,1/24/2021,West,California,San Francisco,Men's Street Footwear,$55.00 ,925,"$508,750 ","$152,625 ",0.30,Outlet
West Gear,1128299,1/25/2021,West,California,San Francisco,Men's Athletic Footwear,$60.00 ,925,"$555,000 ","$83,250 ",0.15,Outlet
West Gear,1128299,1/26/2021,West,California,San Francisco,Women's Street Footwear,$55.00 ,775,"$426,250 ","$127,875 ",0.30,Outlet
West Gear,1128299,1/27/2021,West,California,San Francisco,Women's Athletic Footwear,$55.00 ,725,"$398,750 ","$99,688 ",0.25,Outlet
West Gear,1128299,1/28/2021,West,California,San Francisco,Men's Apparel,$65.00 ,725,"$471,250 ","$212,063 ",0.45,Outlet
West Gear,1128299,1/29/2021,West,California,San Francisco,Women's Apparel,$70.00 ,775,"$542,500 ","$54,250 ",0.10,Outlet
West Gear,1128299,1/30/2021,West,California,San Francisco,Men's Street Footwear,$55.00 ,875,"$481,250 ","$144,375 ",0.30,Outlet
West Gear,1128299,1/31/2021,West,California,San Francisco,Men's Athletic Footwear,$60.00 ,875,"$525,000 ","$78,750 ",0.15,Outlet
West Gear,1128299,02-01-2021,West,California,San Francisco,Women's Street Footwear,$55.00 ,700,"$385,000 ","$115,500 ",0.30,Outlet
